Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,HCPCS_Cd,HCPCS_Desc,HCPCS_Drug_Ind,Place_Of_Srvc,Tot_Rndrng_Prvdrs,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
State,1.0,Alabama,67805,Removal of multiple chronic growths of different eyelids,N,O,9,21,23.0,23,333.50913043,182.57478261,135.99826087,146.7126087
State,1.0,Alabama,67810,Biopsy of eyelid,N,O,53,160,164.0,162,309.74384146,152.36689024,108.81926829,120.37280488
State,1.0,Alabama,67820,Removal of eyelashes using forceps,N,O,365,1391,2480.0,2480,86.208459677,18.842427419,13.561612903,14.481217742
State,1.0,Alabama,67825,Removal of eyelashes,N,O,15,31,39.0,39,261.35897436,130.62717949,97.932820513,106.22230769
State,1.0,Alabama,67840,Removal of growth of eyelid,N,F,33,83,132.0,118,704.18068182,95.103863636,74.978939394,83.26469697
State,1.0,Alabama,67840,Removal of growth of eyelid,N,O,78,485,524.0,491,434.90870229,247.91740458,184.89729008,205.90038168
State,1.0,Alabama,67875,Temporary closure of eyelids by suture,N,F,11,56,87.0,79,992.92045977,111.30666667,88.738965517,102.95770115
State,1.0,Alabama,67900,Repair of brow paralysis,N,F,21,70,138.0,103,2171.0023188,493.53304348,392.34144928,442.99442029
State,1.0,Alabama,67903,Shortening or advancement of upper eyelid muscle to correct drooping or paralysis,N,F,8,56,92.0,70,2471.9543478,575.61402174,449.59423913,528.23641304
State,1.0,Alabama,67904,Repair of tendon of upper eyelid,N,F,32,317,605.0,461,2497.2548099,666.49864463,527.19335537,590.36978512
State,1.0,Alabama,67904,Repair of tendon of upper eyelid,N,O,6,15,16.0,16,2591.42375,782.958125,625.986875,726.045625
State,1.0,Alabama,67911,Correction of widely-opened upper eyelid,N,F,8,17,24.0,22,2447.575,533.925,414.5975,453.97333333
State,1.0,Alabama,67912,Restoration of eyelid blinking function with implant,N,F,7,13,13.0,13,2606.5384615,381.77538462,304.17769231,318.19153846
State,1.0,Alabama,67917,Extensive repair of turning-outward eyelid defect,N,F,34,170,240.0,209,2135.3175,514.03008333,404.66845833,452.03558333
State,1.0,Alabama,67924,Extensive repair of turning-inward eyelid defect,N,F,38,119,190.0,174,2015.2821053,484.09052632,380.501,423.47831579
State,1.0,Alabama,67924,Extensive repair of turning-inward eyelid defect,N,O,7,11,12.0,12,1282.565,618.545,478.00583333,521.01583333
State,1.0,Alabama,67938,Removal of embedded foreign body in eyelid,N,O,5,11,11.0,11,282.18181818,240.95545455,175.69363636,197.26181818
State,1.0,Alabama,67950,Reconstruction of eyelid margin,N,F,11,47,57.0,56,1584.1701754,359.29280702,286.19508772,313.67982456
State,1.0,Alabama,67961,Removal of up to 1/4 of eyelid margin and repair of eyelid,N,F,11,19,23.0,23,1989.2173913,476.78,379.92086957,395.88826087
State,1.0,Alabama,67966,Removal of over 1/4 of eyelid margin and repair of eyelid,N,F,12,39,50.0,50,2025.08,613.5194,488.0602,533.8796
State,1.0,Alabama,67973,Reconstruction of lower eyelid by transfer of eyelid tissue from opposite eyelid,N,F,3,20,21.0,21,3091.4285714,843.57190476,663.54238095,712.60285714
State,1.0,Alabama,67975,Reconstruction of eyelid by transfer of eyelid tissue from opposite eyelid,N,O,2,16,16.0,16,1400.0,621.055625,483.575625,520.815625
State,1.0,Alabama,68020,Incision and drainage of cyst of eye,N,O,12,19,20.0,20,232.655,113.807,81.972,89.7625
State,1.0,Alabama,68110,"Removal of growth of eyelid lining, 1.0 cm or less",N,F,15,15,21.0,21,952.95238095,113.7947619,90.155238095,106.17142857
State,1.0,Alabama,68110,"Removal of growth of eyelid lining, 1.0 cm or less",N,O,15,46,46.0,46,462.08826087,236.17,171.79347826,191.73630435
State,1.0,Alabama,68200,Injection into conjunctiva,N,O,12,24,24.0,24,105.85708333,37.21875,25.843333333,28.3025
State,1.0,Alabama,68320,Repair of eyelid lining with graft from external eye,N,F,12,66,80.0,79,1555.675,488.914,382.857375,424.906125
State,1.0,Alabama,68440,Snip incision of tear duct at inner corner of eye,N,F,13,24,43.0,37,825.20837209,44.781162791,35.686744186,39.69744186
State,1.0,Alabama,68440,Snip incision of tear duct at inner corner of eye,N,O,15,39,44.0,40,206.91704545,93.128863636,55.110681818,61.365
State,1.0,Alabama,68700,Plastic repair of tear duct,N,F,6,16,21.0,21,1576.5238095,437.10952381,348.36571429,371.90142857
State,1.0,Alabama,68720,Creation of drainage tract from tear sac to nasal cavity,N,F,12,49,64.0,64,2116.5835938,848.61859375,665.96125,734.8853125
State,1.0,Alabama,68760,"Repair tear duct opening by heat, tying, or laser surgery",N,F,6,14,30.0,18,562.36666667,91.694,73.074666667,79.387333333
State,1.0,Alabama,68760,"Repair tear duct opening by heat, tying, or laser surgery",N,O,10,11,12.0,11,444.16666667,227.795,168.45333333,179.40166667
State,1.0,Alabama,68761,Closure of tear duct opening using plug,N,O,227,1498,4383.0,2177,232.03233402,106.02128679,79.944873374,87.068681269
State,1.0,Alabama,68801,Dilation of tear drainage opening,N,O,48,172,227.0,197,212.93215859,85.183788546,63.18722467,69.583127753
State,1.0,Alabama,68810,Insertion of probe into nasal tear duct,N,O,33,142,147.0,147,346.01251701,170.53530612,128.72782313,143.44088435
State,1.0,Alabama,68815,Probing of nasal tear duct with insertion of tube or stent,N,F,13,81,105.0,102,1464.032381,249.77790476,198.87790476,222.72752381
State,1.0,Alabama,68840,Probing of nasal tear duct,N,O,38,113,118.0,118,222.97381356,138.62059322,106.48177966,117.55372881
State,1.0,Alabama,68841,Insertion of drug delivery implant into tear duct of eye,N,F,10,374,595.0,591,206.08631933,15.904252101,12.684184874,13.208789916
State,1.0,Alabama,68841,Insertion of drug delivery implant into tear duct of eye,N,O,4,12,12.0,12,87.86,16.835,13.455,14.26
State,1.0,Alabama,69100,Biopsy of ear,N,F,6,12,15.0,13,245.63466667,24.834666667,18.138666667,19.265333333
State,1.0,Alabama,69100,Biopsy of ear,N,O,236,2571,2867.0,2709,247.16243809,60.020310429,43.486805023,48.304778514
State,1.0,Alabama,69105,Biopsy of ear canal,N,O,19,20,20.0,20,253.481,117.1335,88.744,102.795
State,1.0,Alabama,69110,Partial removal of external ear with simple repair,N,F,17,18,21.0,21,1356.1904762,316.84666667,252.63619048,282.59761905
State,1.0,Alabama,69145,Removal of growth in soft tissue of ear canal,N,F,13,11,13.0,13,1223.9230769,470.59538462,375.02307692,426.71
State,1.0,Alabama,69200,Removal of foreign body in ear canal,N,F,52,62,65.0,65,294.87553846,41.977076923,29.950461538,32.666153846
State,1.0,Alabama,69200,Removal of foreign body in ear canal,N,O,218,473,484.0,484,150.67956612,69.606219008,48.526838843,54.43427686
State,1.0,Alabama,69209,Removal of impacted ear wax by washing,N,O,946,2584,2734.0,2734,38.396415508,14.350910753,9.5787307974,11.419586686
State,1.0,Alabama,69210,Removal of impacted ear wax,N,F,60,300,371.0,371,118.92927224,28.248948787,20.034716981,21.102264151
State,1.0,Alabama,69210,Removal of impacted ear wax,N,O,1069,10749,13963.0,13963,79.781074984,40.698903531,28.571807634,31.419215785
State,1.0,Alabama,69220,Simple removal of skin debris and drainage of mastoid cavity,N,O,61,154,250.0,250,154.79228,70.8872,48.83,54.90116
State,1.0,Alabama,69222,Complex removal of skin debris and drainage of mastoid cavity,N,O,25,81,152.0,152,271.53664474,202.35197368,142.38677632,159.77467105
State,1.0,Alabama,69310,Reconstruction of ear canal,N,F,8,11,15.0,15,4202.9246667,1165.3393333,934.27133333,1247.0626667
State,1.0,Alabama,69420,"Incision, aspiration, and/or inflation of eardrum",N,O,64,205,215.0,215,315.81190698,180.92995349,135.04330233,152.64502326
State,1.0,Alabama,69433,Incision of eardrum with insertion of eardrum tube under local or topical anesthesia,N,F,11,23,24.0,24,699.39041667,145.29875,111.37083333,121.49833333
State,1.0,Alabama,69433,Incision of eardrum with insertion of eardrum tube under local or topical anesthesia,N,O,93,569,619.0,619,337.76332795,195.30709208,147.48192246,166.92749596
State,1.0,Alabama,69436,Incision of eardrum with placement of eardrum tube under general anesthesia,N,F,95,270,508.0,426,1823.3618701,269.11255906,211.41846457,244.93094488
State,1.0,Alabama,69440,Exploration of middle ear,N,F,7,19,28.0,28,2904.4935714,653.45392857,517.04642857,580.86571429
State,1.0,Alabama,69502,Removal of middle ear (mastoid) bone,N,F,5,12,12.0,12,3288.6666667,687.24916667,534.565,622.15833333
State,1.0,Alabama,69610,Repair of eardrum,N,O,22,38,49.0,49,521.8644898,359.93979592,287.05857143,315.47306122
State,1.0,Alabama,69620,Repair of defect or tear of eardrum,N,F,17,14,17.0,17,2319.8047059,505.62823529,403.13647059,441.38529412
State,1.0,Alabama,69631,Repair of eardrum and ear canal with opening to ear bones,N,F,25,45,64.0,64,3356.3889063,1193.4370313,944.4815625,1057.4204688
State,1.0,Alabama,69643,Repair of eardrum and ear canal with removal of middle ear bone,N,F,10,19,24.0,24,4825.5,1261.05375,1004.9145833,1083.1045833
State,1.0,Alabama,69645,Extensive repair of eardrum and ear canal with removal of middle ear bone,N,F,6,11,17.0,17,4736.1764706,1330.7782353,1080.1176471,1309.4011765
State,1.0,Alabama,69705,"Dilation of canal between middle ear and throat (eustachian tube) on one side of body, using endoscope inserted through nose",N,F,13,11,20.0,20,4893.277,1638.298,1296.386,1491.3505
State,1.0,Alabama,69705,"Dilation of canal between middle ear and throat (eustachian tube) on one side of body, using endoscope inserted through nose",N,O,6,23,23.0,23,4595.1891304,2447.2821739,1935.3317391,2194.6595652
State,1.0,Alabama,69706,"Dilation of canal between middle ear and throat (eustachian tube) on both sides of body, using endoscope inserted through nose",N,F,18,21,30.0,30,5316.626,1193.9233333,949.19533333,1058.9866667
State,1.0,Alabama,69706,"Dilation of canal between middle ear and throat (eustachian tube) on both sides of body, using endoscope inserted through nose",N,O,14,29,29.0,29,5993.2251724,2529.2186207,1998.3962069,2176.2355172
State,1.0,Alabama,69714,Implantation of cochlear stimulating system into skull with attachment through skin to external speech processor,N,F,9,26,36.0,36,8583.0,2780.1177778,2209.1791667,2450.13
State,1.0,Alabama,69801,Incision of fluid canal of inner ear with infusion of drugs,N,F,9,61,104.0,104,6532.7140385,67.40875,52.814903846,56.972596154
State,1.0,Alabama,69801,Incision of fluid canal of inner ear with infusion of drugs,N,O,59,383,1294.0,1294,2042.3428284,211.66482998,166.07602782,184.48506955
State,1.0,Alabama,69930,Insertion of cochlear device,N,F,9,89,133.0,133,25978.954887,9400.2521053,7484.8693985,8274.1584211
State,1.0,Alabama,69990,Use of operating microscope,N,F,38,91,99.0,99,706.83858586,183.61565657,146.65636364,162.76575758
State,1.0,Alabama,70030,X-ray of eye for detection of foreign body,N,O,6,26,26.0,26,95.653846154,24.523461538,18.618461538,20.963846154
State,1.0,Alabama,70100,"X-ray of part of lower jaw, 1-4 views",N,F,14,14,15.0,14,45.6,8.362,5.8446666667,6.0333333333
State,1.0,Alabama,70100,"X-ray of part of lower jaw, 1-4 views",N,O,28,32,32.0,32,66.406875,31.3884375,21.7384375,25.0325
State,1.0,Alabama,70110,"X-ray of lower jaw, minimum of 4 views",N,F,35,43,44.0,43,49.093636364,11.364318182,8.0377272727,8.2897727273
State,1.0,Alabama,70110,"X-ray of lower jaw, minimum of 4 views",N,O,24,28,30.0,30,87.892666667,32.276666667,23.494666667,27.421666667
State,1.0,Alabama,70140,"X-ray of face bones, 1-2 views",N,F,20,24,24.0,24,39.489583333,11.872916667,8.5145833333,9.02375
State,1.0,Alabama,70140,"X-ray of face bones, 1-2 views",N,O,21,46,46.0,46,55.255,26.364347826,18.975869565,21.261521739
State,1.0,Alabama,70150,"X-ray of face bones, minimum of 3 views",N,F,67,97,97.0,97,52.879278351,11.818247423,8.6394845361,9.093814433
State,1.0,Alabama,70150,"X-ray of face bones, minimum of 3 views",N,O,121,147,160.0,160,86.9483125,35.191375,25.1989375,28.1954375
State,1.0,Alabama,70160,"X-ray of nose bones, minimum of 3 views",N,F,29,30,30.0,30,42.073333333,8.0586666667,5.9186666667,6.148
State,1.0,Alabama,70160,"X-ray of nose bones, minimum of 3 views",N,O,59,62,66.0,65,72.516818182,28.05530303,20.163181818,22.871212121
State,1.0,Alabama,70200,"X-ray of eye socket, minimum of 4 views",N,O,26,38,41.0,40,75.117073171,30.917317073,24.675853659,26.987317073
State,1.0,Alabama,70210,"X-ray of paranasal sinus, 1-2 views",N,F,48,74,74.0,74,30.35472973,8.0333783784,5.61,5.8531081081
State,1.0,Alabama,70210,"X-ray of paranasal sinus, 1-2 views",N,O,208,1534,2038.0,2033,42.398518155,24.496962709,17.072605496,19.985937193
State,1.0,Alabama,70220,"X-ray of paranasal sinus, minimum of 3 views",N,F,151,534,551.0,551,40.056588022,10.109455535,7.2319600726,7.5031034483
State,1.0,Alabama,70220,"X-ray of paranasal sinus, minimum of 3 views",N,O,387,2650,3216.0,3208,64.043709577,30.725015547,21.538777985,24.939620647
State,1.0,Alabama,70250,"X-ray of skull, 1-3 views",N,F,114,182,198.0,194,45.872020202,8.4184343434,6.2426262626,6.451010101
State,1.0,Alabama,70250,"X-ray of skull, 1-3 views",N,O,74,126,137.0,133,64.042262774,27.46729927,20.022116788,22.700072993
State,1.0,Alabama,70260,"X-ray of skull, minimum of 4 views",N,F,50,88,109.0,109,81.431100917,12.827798165,9.5782568807,9.9996330275
State,1.0,Alabama,70260,"X-ray of skull, minimum of 4 views",N,O,69,90,103.0,99,94.024174757,34.501165049,25.72776699,28.650097087
State,1.0,Alabama,70330,X-ray of jaw joints on both sides of mouth,N,O,17,73,81.0,81,93.283950617,45.197407407,33.609506173,37.776049383
State,1.0,Alabama,70336,Mri scan of jaw joint,N,F,15,19,19.0,19,293.56473684,66.961578947,50.64,50.604736842
State,1.0,Alabama,70336,Mri scan of jaw joint,N,O,16,64,65.0,65,1915.3230769,232.164,178.79523077,198.35307692
State,1.0,Alabama,70350,Imaging of jaws and skull,N,O,6,50,54.0,54,96.62962963,14.963333333,11.248333333,12.373888889
State,1.0,Alabama,70355,"X-ray of lower jaws, upper jaws and teeth",N,F,19,171,188.0,188,35.422606383,9.3512765957,6.7261702128,7.0063297872
State,1.0,Alabama,70355,"X-ray of lower jaws, upper jaws and teeth",N,O,31,207,219.0,219,100.20547945,16.460913242,12.545890411,13.801141553
State,1.0,Alabama,70360,X-ray of soft tissue of neck,N,F,177,384,388.0,388,38.138015464,8.3923195876,6.2154381443,6.4434278351
State,1.0,Alabama,70360,X-ray of soft tissue of neck,N,O,56,75,81.0,79,56.365432099,23.554197531,15.919876543,17.88345679
State,1.0,Alabama,70450,Ct scan head or brain without contrast,N,F,331,56460,75941.0,75768,178.57383047,38.136238527,28.598502785,28.64373382
State,1.0,Alabama,70450,Ct scan head or brain without contrast,N,O,259,2368,2781.0,2723,402.83184466,67.719777059,49.912013664,53.838946422
State,1.0,Alabama,70460,Ct scan head or brain with contrast,N,F,77,112,114.0,114,230.81763158,49.847105263,38.714122807,39.261315789
State,1.0,Alabama,70460,Ct scan head or brain with contrast,N,O,12,17,17.0,17,824.41176471,107.94705882,86.13,91.32
State,1.0,Alabama,70470,Ct scan of head or brain before and after contrast,N,F,231,792,829.0,829,239.33946924,57.347768396,43.723377563,43.97814234
State,1.0,Alabama,70470,Ct scan of head or brain before and after contrast,N,O,115,298,325.0,319,725.35009231,122.58627692,92.305323077,100.42172308
State,1.0,Alabama,70480,Ct scan of cranial cavity without contrast,N,F,147,314,316.0,316,233.49044304,58.374177215,45.181898734,45.192753165
State,1.0,Alabama,70480,Ct scan of cranial cavity without contrast,N,O,91,383,421.0,416,390.76729216,127.15871734,96.912779097,107.10085511
State,1.0,Alabama,70481,Ct scan of cranial cavity with contrast,N,F,71,93,95.0,95,272.89284211,51.795368421,38.702947368,38.607473684
State,1.0,Alabama,70481,Ct scan of cranial cavity with contrast,N,O,24,38,40.0,39,947.875,138.88975,102.66925,116.01725
State,1.0,Alabama,70482,Ct scan of cranial cavity before and after contrast,N,F,43,55,55.0,55,250.40454545,57.9,44.579636364,44.491272727
State,1.0,Alabama,70482,Ct scan of cranial cavity before and after contrast,N,O,26,42,47.0,46,802.19148936,156.10382979,117.79553191,132.37425532
State,1.0,Alabama,70486,Ct scan of face without contrast,N,F,308,5941,6177.0,6177,202.34192326,38.006384977,28.366077384,28.504086126
State,1.0,Alabama,70486,Ct scan of face without contrast,N,O,233,2906,3436.0,3426,297.63661234,102.20467695,77.683373108,86.232142026
State,1.0,Alabama,70487,Ct scan of face with contrast,N,F,164,318,327.0,327,236.60214067,51.247889908,38.432874618,38.36
State,1.0,Alabama,70487,Ct scan of face with contrast,N,O,47,55,61.0,60,466.29311475,100.60540984,77.978688525,83.768688525
State,1.0,Alabama,70488,Ct scan of face before and after contrast,N,F,32,33,33.0,33,232.60606061,55.94969697,39.700606061,40.874545455
State,1.0,Alabama,70488,Ct scan of face before and after contrast,N,O,13,19,19.0,19,1077.3157895,135.42052632,106.47052632,126.33684211
State,1.0,Alabama,70490,Ct scan of soft tissue of neck without contrast,N,F,226,750,775.0,775,202.68802581,58.409406452,44.832309677,44.68756129
State,1.0,Alabama,70490,Ct scan of soft tissue of neck without contrast,N,O,109,202,231.0,230,476.35506494,106.50471861,81.065800866,87.57004329
State,1.0,Alabama,70491,Ct scan of soft tissue of neck with contrast,N,F,272,2268,2493.0,2493,218.4518211,62.601311673,46.915563578,47.243385479
State,1.0,Alabama,70491,Ct scan of soft tissue of neck with contrast,N,O,168,879,1054.0,1041,505.59160342,123.57542694,92.176185958,101.97963947
State,1.0,Alabama,70492,Ct scan of soft tissue of neck before and after contrast,N,F,116,305,309.0,309,255.29472492,73.21763754,56.270453074,56.711941748
State,1.0,Alabama,70492,Ct scan of soft tissue of neck before and after contrast,N,O,66,146,165.0,163,731.05139394,158.88678788,120.77854545,135.09230303
State,1.0,Alabama,70496,Ct scan of blood vessels of head with contrast,N,F,292,8126,8720.0,8685,295.60948394,79.480879587,61.373288991,61.885735092
State,1.0,Alabama,70496,Ct scan of blood vessels of head with contrast,N,O,129,400,430.0,428,607.74706977,148.53939535,114.26267442,122.96483721
State,1.0,Alabama,70498,Ct scan of blood vessels of neck with contrast,N,F,314,9323,9954.0,9933,311.18031244,76.713206751,59.452268435,59.839660438
State,1.0,Alabama,70498,Ct scan of blood vessels of neck with contrast,N,O,147,561,596.0,594,616.43258389,146.65592282,113.02927852,120.68862416
State,1.0,Alabama,70540,"Mri scan of bone of eye socket, face, and/or neck without contrast",N,F,40,45,46.0,46,278.73913043,60.356956522,47.712173913,47.643478261
State,1.0,Alabama,70540,"Mri scan of bone of eye socket, face, and/or neck without contrast",N,O,33,56,59.0,59,1508.8016949,190.29576271,150.17610169,162.50305085
State,1.0,Alabama,70543,"Mri scan of bone of eye socket, face, and/or neck before and after contrast",N,F,134,409,449.0,449,434.73496659,96.014899777,73.315300668,73.879576837
State,1.0,Alabama,70543,"Mri scan of bone of eye socket, face, and/or neck before and after contrast",N,O,79,284,312.0,298,1644.8082692,272.34983974,214.11592949,234.67304487
State,1.0,Alabama,70544,Mri scan of blood vessels of head without contrast,N,F,250,2708,2802.0,2799,242.9591863,55.003197716,42.27541399,42.369778729
State,1.0,Alabama,70544,Mri scan of blood vessels of head without contrast,N,O,143,929,1024.0,1013,1257.3106055,156.53168945,122.84446289,136.81300781
State,1.0,Alabama,70545,Mri scan of blood vessels of head with contrast,N,F,15,16,16.0,16,299.078125,54.1,37.719375,38.46625
State,1.0,Alabama,70546,Mri scan of blood vessels of head before and after contrast,N,F,58,147,147.0,147,408.88891156,67.236802721,47.15755102,47.960340136
State,1.0,Alabama,70546,Mri scan of blood vessels of head before and after contrast,N,O,29,90,90.0,90,1985.7147778,265.863,210.87366667,232.322
State,1.0,Alabama,70547,Mri scan of blood vessels of neck without contrast,N,F,152,833,852.0,852,246.14704225,53.175164319,40.990751174,40.675328638
State,1.0,Alabama,70547,Mri scan of blood vessels of neck without contrast,N,O,78,368,413.0,405,1030.0757143,156.56215496,123.73699758,138.2942615
State,1.0,Alabama,70548,Mri scan of blood vessels of neck with contrast,N,F,68,276,280.0,280,300.01014286,65.897642857,49.940214286,50.916
State,1.0,Alabama,70548,Mri scan of blood vessels of neck with contrast,N,O,19,62,63.0,63,1911.6666667,156.71761905,123.29619048,135.40571429
State,1.0,Alabama,70549,Mri scan of blood vessels of neck before and after contrast,N,F,123,365,369.0,369,349.86355014,80.623766938,62.187831978,62.753631436
State,1.0,Alabama,70549,Mri scan of blood vessels of neck before and after contrast,N,O,49,133,133.0,133,2044.9760902,294.32669173,231.77075188,257.26909774
State,1.0,Alabama,70551,Mri scan of brain without contrast,N,F,283,12673,13548.0,13544,296.0474904,67.453649985,51.440683496,51.445956599
State,1.0,Alabama,70551,Mri scan of brain without contrast,N,O,239,3868,4502.0,4411,1112.7501044,140.91462683,106.15584185,116.30160151
State,1.0,Alabama,70552,Mri scan of brain with contrast,N,F,86,179,182.0,181,317.18115385,81.535659341,61.797197802,62.091208791
State,1.0,Alabama,70552,Mri scan of brain with contrast,N,O,40,59,63.0,63,1281.8679365,206.77571429,164.51,180.91380952
State,1.0,Alabama,70553,Mri scan of brain before and after contrast,N,F,277,9398,10584.0,10556,409.02332766,104.72053194,79.686591081,80.20776833
State,1.0,Alabama,70553,Mri scan of brain before and after contrast,N,O,220,4448,5010.0,4964,1544.7045669,250.94882236,193.20545908,213.71275649
State,1.0,Alabama,71045,"X-ray of chest, 1 view",N,F,402,98309,211602.0,207253,34.164224109,8.4202637971,6.3676222815,6.5874776703
State,1.0,Alabama,71045,"X-ray of chest, 1 view",N,O,497,4751,6270.0,6251,46.047636364,18.414499203,13.374122807,14.924438596
State,1.0,Alabama,71046,"X-ray of chest, 2 views",N,F,371,43422,54529.0,54437,41.01527114,10.049438281,7.3055676796,7.5523558107
State,1.0,Alabama,71046,"X-ray of chest, 2 views",N,O,2260,54645,76821.0,75698,65.202703818,25.259115476,17.714843988,20.095694537
State,1.0,Alabama,71047,"X-ray of chest, 3 views",N,F,32,64,64.0,64,53.44375,12.6521875,8.95359375,9.2434375
State,1.0,Alabama,71047,"X-ray of chest, 3 views",N,O,48,84,87.0,87,95.413563218,30.328965517,21.528735632,24.121264368
State,1.0,Alabama,71048,"X-ray of chest, minimum of 4 views",N,F,23,28,28.0,28,67.947857143,14.065714286,10.018928571,10.579285714
State,1.0,Alabama,71048,"X-ray of chest, minimum of 4 views",N,O,20,75,75.0,75,56.410266667,19.076933333,14.402133333,15.460533333
State,1.0,Alabama,71100,"X-ray of ribs on side of body, 2 views",N,F,212,943,969.0,964,43.079112487,10.304158927,7.3359029928,7.635624355
State,1.0,Alabama,71100,"X-ray of ribs on side of body, 2 views",N,O,562,1321,1505.0,1454,76.538578073,27.74572093,20.176405316,22.769003322
State,1.0,Alabama,71101,"X-ray of ribs on side of body, minimum of 3 views",N,F,260,1973,2009.0,2007,54.877570931,12.375818815,8.9436834246,9.2765953211
State,1.0,Alabama,71101,"X-ray of ribs on side of body, minimum of 3 views",N,O,605,1469,1654.0,1621,86.221952842,30.533415961,21.809643289,24.43123942
State,1.0,Alabama,71110,"X-ray of ribs on both sides of body, 3 views",N,F,99,167,168.0,168,58.081011905,13.190297619,9.5756547619,9.990297619
State,1.0,Alabama,71110,"X-ray of ribs on both sides of body, 3 views",N,O,124,199,207.0,207,102.13198068,35.207536232,25.635362319,28.69884058
State,1.0,Alabama,71111,"X-ray of ribs on both sides of body, minimum of 4 views",N,F,129,262,264.0,264,71.106628788,14.789621212,11.009545455,11.109280303
State,1.0,Alabama,71111,"X-ray of ribs on both sides of body, minimum of 4 views",N,O,128,310,319.0,319,136.6438558,41.75369906,29.261253918,33.555987461
State,1.0,Alabama,71120,"X-ray of chest bone, minimum of 2 views",N,F,41,45,45.0,45,36.667333333,9.0857777778,6.2095555556,6.424
State,1.0,Alabama,71120,"X-ray of chest bone, minimum of 2 views",N,O,50,50,60.0,58,78.953,24.138166667,17.441,20.05
State,1.0,Alabama,71130,"X-ray of joint between breast and collar bones, minimum of 2 views",N,O,11,11,11.0,11,92.469090909,29.085454545,17.364545455,19.870909091
State,1.0,Alabama,71250,Ct scan of chest without contrast,N,F,348,19963,23061.0,23049,197.31146915,48.890634838,36.814491999,36.738103291
State,1.0,Alabama,71250,Ct scan of chest without contrast,N,O,325,5753,7098.0,7091,433.63665821,93.068099465,68.701125669,74.034332206
State,1.0,Alabama,71260,Ct scan of chest with contrast,N,F,349,14835,17698.0,17694,228.43971692,51.588934343,39.010132783,39.305404565
State,1.0,Alabama,71260,Ct scan of chest with contrast,N,O,260,4162,5555.0,5538,463.10884968,95.476471647,70.076021602,77.625839784
State,1.0,Alabama,71270,Ct scan of chest before and after contrast,N,F,175,650,671.0,671,248.22199702,55.335797317,41.579150522,41.863397914
State,1.0,Alabama,71270,Ct scan of chest before and after contrast,N,O,87,240,258.0,258,902.4405814,143.3903876,107.43372093,118.59465116
State,1.0,Alabama,71271,Low dose ct scan of chest for lung cancer screening,N,F,225,3389,3389.0,3389,169.14564178,49.268678076,49.268678076,49.086137504
State,1.0,Alabama,71271,Low dose ct scan of chest for lung cancer screening,N,O,240,2486,2642.0,2642,383.21064724,103.72071158,103.72071158,112.33114686
State,1.0,Alabama,71275,Ct scan of blood vessels of chest with contrast,N,F,359,18317,20564.0,20564,287.51387765,82.243959833,62.79939895,63.577176619
State,1.0,Alabama,71275,Ct scan of blood vessels of chest with contrast,N,O,227,1189,1278.0,1278,719.3699687,175.80538341,131.74413146,143.51737089
State,1.0,Alabama,71550,Mri scan of chest without contrast,N,F,15,15,15.0,15,277.66666667,66.964,50.542666667,50.839333333
State,1.0,Alabama,71550,Mri scan of chest without contrast,N,O,14,16,16.0,16,1658.0625,239.4375,177.218125,198.398125
State,1.0,Alabama,71552,Mri scan of chest before and after contrast,N,F,31,39,40.0,40,404.575,105.44775,78.11275,76.68825
State,1.0,Alabama,71552,Mri scan of chest before and after contrast,N,O,21,25,25.0,25,1792.8156,361.9544,283.7928,305.348
State,1.0,Alabama,71555,Mri scan of blood vessels of chest,N,F,19,41,41.0,41,344.36585366,82.022195122,63.581219512,63.511219512
State,1.0,Alabama,71555,Mri scan of blood vessels of chest,N,O,7,13,13.0,13,1987.6153846,292.46307692,233.05230769,249.72538462
State,1.0,Alabama,72020,"X-ray of spine, 1 view",N,F,105,424,480.0,456,34.64575,7.4325,5.7560833333,5.9426666667
State,1.0,Alabama,72020,"X-ray of spine, 1 view",N,O,37,167,174.0,173,65.695862069,19.987931034,14.841781609,17.314367816
State,1.0,Alabama,72040,"X-ray of upper spine, 2-3 views",N,F,283,2604,2912.0,2905,43.684344093,10.27614011,7.4690212912,7.803018544
State,1.0,Alabama,72040,"X-ray of upper spine, 2-3 views",N,O,1253,7343,9072.0,9012,90.831154101,31.682136243,23.150811287,26.476893739
State,1.0,Alabama,72050,"X-ray of upper spine, 4-5 views",N,F,244,1768,1783.0,1783,57.177997757,12.600773976,8.8551205833,9.184262479
State,1.0,Alabama,72050,"X-ray of upper spine, 4-5 views",N,O,602,4509,5124.0,5120,129.61191062,42.175128806,31.167460968,35.650930913
State,1.0,Alabama,72052,"X-ray of upper spine, 6 or more views",N,F,135,531,547.0,547,73.772102377,13.886764168,9.6900731261,9.7743144424
State,1.0,Alabama,72052,"X-ray of upper spine, 6 or more views",N,O,152,530,540.0,539,149.54122222,50.149333333,36.059740741,41.823962963
State,1.0,Alabama,72070,"X-ray of middle spine, 2 views",N,F,256,1207,1249.0,1249,43.328270616,9.33438751,6.8071257006,7.082866293
